company_name,guinumber,tel,companyaddress,responsibleperson,registerstyle,permitstatus,rreplan,permitnumber,permitdate
三香禮儀社,02236333,02-24982354,新北市金山區中山路108號1樓,張友鳴,本市,營運中,否,北府民生字第0980115552號,98年03月09日
立勤禮儀有限公司,24378399,0922287587,新北市淡水區民族路112巷49號4樓,高韻雯,本市,營運中,否,北府民生字第0980161129號,98年03月18日
宏德禮儀服務有限公司,24389972,02-29902666,新北市新莊區中誠街121巷7號,蔡依芩,本市,營運中,否,北府民生字第0980180939號,98年03月25日
九品禮儀社,30370726,0910320899,新北市永和區大新街45巷3號5樓,潘淑霞,本市,營運中,否,北府民生字第0980210356號,98年04月02日
鼎佑有限公司,97427564,02-22518931,新北市板橋區中正路338號8樓,黃廖茶花,本市,營運中,否,北府民生字第0980239183號,98年04月08日
普照禮儀社,09834221,02-82572511,新北市板橋區新海路454號1樓,楊智興,本市,營運中,否,北府民生字第0980239184號,98年04月10日
慈恩緣興業股份有限公司,28084830,02-25921156,新北市新莊區中港路22號6樓,黃美卿,本市,營運中,是,北府民生字第0980239182號,98年04月13日
仁禾禮儀社,30269974,02-29666462,新北市板橋區龍泉街108巷100號1樓,楊廷懋,本市,營運中,否,北府民生字第0980313599號,98年05月07日
圓騵生命禮儀社,30191580,02-22040421,新北市新莊區萬安街110之4號5樓,魏錦源,本市,營運中,否,北府民生字第0970888216號,97年12月22日
人安生命禮儀有限公司,24422108,02-22584854,新北市板橋區新海路424之2號,尤嘉華,本市,營運中,否,北府民生字第0980309149號,98年06月09日
吉典生命禮儀有限公司,25001195,02-22566444,新北市板橋區新海路466號3樓,蘇葦琦,本市,營運中,否,北府民生字第0980515352號,98年07月06日
友德生命禮儀有限公司,24438853,0913618616,新北市板橋區新海路430巷2之1號(2樓),林思翰,本市,營運中,否,北府民生字第0980532757號,98年07月07日
炬廣生命事業有限公司,25013523,02-22755050,新北市板橋區四川路2段99之8號5樓,徐三發,本市,營運中,否,北府民生字第0980541408號,98年07月14日
玉山生命禮儀有限公司,25004833,02-29060948,新北市新莊區天祥街121巷20號,林玉琴,本市,營運中,否,北府民生字第0980546080號,98年07月21日
送行者有限公司,13098189,0916811006,新北市三重區長樂街135巷6號1樓,李雅雯,本市,營運中,否,北府民生字第0980563794號,98年07月23日
圓山生命禮儀有限公司,25010384,02-22681068,新北市土城區中央路2段278巷5弄14之2號4樓,張陳玉明,本市,營運中,否,北府民生字第0980614313號,98年08月05日
靜欣禮儀社,30288022,02-23376585,新北市板橋區互助街61之2號,黃旭東,本市,營運中,否,北府民生字第0980641936號,98年08月14日
龍旗禮儀有限公司,25054312,02-29686818,新北市板橋區新海路458號,莊堯光,本市,營運中,否,北府民生字第0980798701號,98年10月13日
榮肆禮儀社,30303086,02-26716999,新北市三峽區復興路367巷7號,曾正坤,本市,營運中,否,北府民生字第0980837499號,98年10月23日
人生福田禮儀有限公司,25067745,02-22481408,新北市中和區廣福路4號,簡建翔,本市,營運中,否,北府民生字第0980856354號,98年10月23日
新海興業有限公司,97424449,02-29964079,新北市板橋區新海路458號2樓,廖益賢,本市,營運中,否,北府民生字第0980824358號,98年10月23日
慧眾有限公司,29153412,0937983695,新北市泰山區明志路3段237號4樓,莊露雅,本市,營運中,否,北府民生字第0980760117號,98年10月05日
大益壽品店,33786852,02-24922642,新北市萬里區瑪鋉路33號,翁朝根,本市,營運中,否,北府民生字第0980891508號,98年11月18日
天福殯葬禮儀服務有限公司,70594119,02-22582816,新北市板橋區溪頭街2號,林永展,本市,營運中,否,北府民生字第0980931031號,98年12月07日
福祿壽生命事業有限公司,25153164,0911427989,新北市三峽區長泰街61之1號,林文偉,本市,營運中,否,北府民生字第0981011235號,99年01月04日
祥安生命有限公司,29131207,02-82878565,新北市三重區永福街135巷13號1樓,陳柏元,本市,營運中,否,北府民生字第0981013259號,99年01月04日
益全生命禮儀社,30314176,0927298880,新北市三重區五華街21巷41號7樓,葉世文,本市,營運中,否,北府民生字第0980989464號,99年01月04日
睿棋生命禮儀社,30314680,0937057578,新北市淡水區水源街1段102號2樓,蔡瑞棋,本市,營運中,否,北府民生字第0980990392號,99年01月07日
正達禮儀事業有限公司,24304854,02-25178319,新北市新莊區八德街128巷3號,林文通,本市,營運中,否,北府民生字第0981038300號,99年01月08日
孝源葬儀社,02295368,02-24979612,新北市瑞芳區逢甲路116號,簡志鑫,本市,營運中,否,北府民生字第0981039883號,99年01月14日
隆順生命禮儀社,26186733,02-29682680,新北市板橋區南雅西路2段192巷1弄23號,温正順,本市,營運中,否,北府民生字第0990001268號,99年02月04日
誠信禮儀有限公司,29141964,02-22570268,新北市板橋區龍泉街97巷5號,蔡閎仁,本市,營運中,否,北府民生字第0990082755號,99年02月24日
尊圓禮儀有限公司,29137167,02-29628878,新北市板橋區三民路2段181巷19號3樓,李威龍,本市,營運中,否,北府民生字第0981080226號,99年01月22日
三聖生命禮儀社,34753324,02-29891358,新北市三重區大同北路221巷特6號,邱聰慧,本市,營運中,否,北府民生字第0990325063號,99年05月06日
仙鄉生命事業有限公司,29155185,02-22752828,新北市板橋區中正路360巷17之3號,陳采樺,本市,營運中,否,北府民生字第0990353292號,99年05月07日
楊億豐商店,33888226,02-24931033,新北市雙溪區大同街11號1樓,"魏秀美 ",本市,營運中,否,北府民生字第0990358054號,99年05月07日
恩國生命禮儀有限公司,29162382,0925530391,新北市板橋區縣民大道3段217號,陳忠政,本市,營運中,否,北府民生字第0990384284號,99年06月01日
富安生命禮儀有限公司,29166964,0988696934(兒子陳先生),新北市土城區大安路12號4樓,王姿雯,本市,營運中,否,北府民生字第0990456810號,99年06月11日
宇恩生命事業有限公司,29179996,0921901983,新北市中和區圓通路305巷29弄14號4樓,劉憶如,本市,營運中,否,北府民生字第0990645628號,99年08月13日
康泰生命禮儀有限公司,29178758,0956630180,新北市板橋區新海路458號2樓,高燦輝,本市,營運中,否,北府民生字第0990717837號,99年08月24日
大堂人本服務有限公司,28854437,02-22646569,新北市土城區學府路1段98巷27號,蔡靜麗,本市,營運中,否,北府民生字第0990771926號,99年09月13日
觀園禮儀社,26186311,02-22557522,新北市板橋區新海路72巷77號5樓,何騰軍,本市,營運中,否,北府民生字第0990825995號,99年09月20日
慈證生命禮儀有限公司,53087589,"0973786139 ",新北市板橋區中正路379巷3弄30號1樓,劉育綺,本市,營運中,否,新北府民殯字第1053468934號,105年11月18日
盧進發號,39223107,02-24931779,新北市雙溪區太平路6號,盧榮森,本市,營運中,否,北府民生字第0990838992號,99年10月14日
一貫全生命禮儀社,26510099,02-26219986,新北市淡水區學府路205巷1弄6號1樓,沈美足,本市,營運中,否,北府民生字第0990960918號,99年10月27日
懷祥生命禮儀企業社,26511935,02-22801096,新北市三重區永福街149號2樓,張德卿,本市,營運中,否,北府民生字第0990995631號,99年11月01日
安新禮儀有限公司,53192105,0930277810,新北市板橋區新海路442之2號,張宜正,本市,營運中,否,北府民生字第0990995672號,99年11月02日
天承生命事業有限公司,53193245,02-22502222,新北市板橋區民生路3段171號,陳淑蕙,本市,營運中,否,北府民生字第0991018882號,99年11月08日
天佑禮儀社,50670861,02-25044444,新北市三重區長元街17號1樓,陳暐婷,本市,營運中,否,新北府民殯字第1063681300號,106年03月16日
金運山生命禮儀社,34783431,02-29634759,新北市板橋區新海路442之2號,李新湘,本市,營運中,否,北府民生字第0990564703號,99年07月13日
家豐服務事業有限公司,29157389,0913315908(負責人配偶),新北市板橋區漢生西路89巷5弄20號2樓,張小玲,本市,營運中,否,北府民生字第0991157056號,99年12月24日
帝王禮儀社,26530829,02-24901241,新北市瑞芳區逢甲路333號,紀志樺,本市,營運中,否,北府民生字第1000055792號,100年02月18日
慈華禮儀服務有限公司,53220643,0935506444,新北市鶯歌區尖山路168巷10號1樓,呂正文,本市,營運中,否,北府民生字第1000160599號,100年03月14日
全立生命事業有限公司　,53227913,02-22571526,新北市板橋區溪頭街2號,蕭欣怡,本市,營運中,否,北府民生字第1000287405號,100年04月27日
尊貴生命事業有限公司,80222047,02-29647989,新北市板橋區縣民大道3段121巷3號2樓,陳張初娥,本市,營運中,否,北府民生字第1000305474號,100年04月26日
萬昌禮儀有限公司,53425575,02-22537700,新北市中和區員山路142巷13號2樓,陳進東,本市,營運中,否,北府民生字第1000444348號,100年06月16日
紫玲禮儀社,21522309,02-22451675,新北市中和區復興路249巷13弄6號,陳翠玲,本市,營運中,否,北府民生字第1000562855號,100年06月20日
欣安禮儀社,26726339,0908979888,新北市板橋區重慶路290巷22弄27之4號,吳麗香,本市,營運中,否,北府民生字第1000643877號,100年07月20日
慈安生命禮儀社,26728575,02-29203520,新北市永和區福和路294號7樓,鄭正益,本市,營運中,否,北府民生字第1000654076號,100年07月20日
睿鴻事業有限公司,53425322,02-22731234,新北市土城區清水路278巷7弄17號3樓,何雪紅,本市,營運中,否,北府民生字第1000658799號,100年07月20日
淨心喪務禮儀社,26540100,02-26751166,新北市樹林區日新街14號13樓,蘇慧玲,本市,營運中,否,北府民生字第1000665609號,100年06月20日
維記商店,39204002,02-24931186,新北市雙溪區大同街19號,連智霖,本市,營運中,否,北府民生字第1000640691號,100年08月18日
錦興禮儀社,26735739,0935560481,新北市泰山區明志路3段204巷10弄2號2樓,張雅婷,本市,營運中,否,北府民生字第1001177256號,100年09月16日
永薪生命禮儀有限公司,53460925,0920191351,新北市三重區溪尾街325巷3弄5號3樓,王育豪,本市,營運中,否,北府民生字第1001409023號,100年11月14日
禪心閣有限公司,53224351,02-82581551,新北市板橋區新海路460號2樓、462號2樓、464號2樓、466號2樓,許文賢,本市,營運中,否,北府民生字第1001706356號,101年01月02日
禾順生命禮儀企業社,26755208,02-24974187,新北市瑞芳區岳王路160號2樓,李有福,本市,營運中,否,北府民生字第1001872277號,101年01月09日
詠祥生命禮儀社,26754762,02-89411488,新北市中和區和平街54巷8弄12號,林麗美,本市,營運中,否,北府民生字第1001671452號,101年01月05日
萬代福生命事業有限公司,53694037,0986585453,新北市板橋區長江路1段108號,王莉,本市,營運中,否,北府民生字第1011086027號,101年03月13日
觀嚴禮儀社,26770307,02-29723661,新北市三重區龍濱路166號3樓,楊渝湄,本市,營運中,否,北府民生字第1011451878號,101年04月13日
騰翔生命服務社,31682775,02-22733679,新北市土城區延平街33巷1號,何騰睿,本市,營運中,否,北府民生字第1011685216號,101年05月24日
永正安有限公司,53719918,02-27560778,新北市汐止區連興街62號13樓,吳學政,本市,營運中,否,北府民生字第1011903604號,101年07月06日
淨方禮儀企業社,31693175,0921643919,新北市新莊區雙鳳路108巷16號3樓,廖麗嬌,本市,營運中,否,北府民生字第1011951780號,101年07月06日
八申生命禮儀有限公司,53716222,0986024468,新北市瑞芳區東和路35號1樓,林貴美,本市,營運中,否,北府民生字第1011929357號,101年07月09日
乘願生命禮儀企業社,31691964,0913315908,新北市深坑區北深路3段243巷12弄6號1樓," 黃世銘",本市,營運中,否,北府民生字第1011945201號,101年07月11日
全宸生命禮儀有限公司,54011686,0933000791,新北市板橋區新海路430巷19之1號,李鍾湘,本市,營運中,否,北府民生字第1012310420號,101年09月24日
淨霝永恆生命股份有限公司,54016958,"02-22647788 ",新北市中和區民享街494號1樓,趙進德,本市,營運中,否,北府民生字第1012570615號,101年10月17日
蓮地禮儀社,31711309,02-22584100,新北市板橋區四維路178號3樓,戴德勝,本市,營運中,否,北府民生字第1012598316號,101年10月30日
鴻賓生命事業有限公司,54024129,"02-26813710 ",新北市樹林區長壽街2巷7號(1樓),李鴻賓,本市,營運中,否,北府民生字第1012598317號,101年11月01日
蓮生禮儀有限公司,54027293,0937545992,新北市八里區賢3街21號,鄭嘉文,本市,營運中,否,新北府民殯字第1033459624號,104年01月09日
祥露禮儀有限公司,54025892,0937283383,新北市八里區忠孝路171之1號,鄭國中,本市,營運中,否,北府民生字第1012740916號,101年11月22日
蓮花生命禮儀有限公司,54024177,0910689120,新北市淡水區淡金路3段334號,林慧雯,本市,營運中,否,北府民生字第1012832729號,101年11月21日
淨華禮儀社,31715430,0229896343,新北市三重區安和路21號,汪子敬,本市,營運中,否,北府民生字第1012832731號,101年11月22日
孝親生命事業有限公司,54026668,"02-29908789 ",新北市新莊區新泰路225巷12號3樓,林淑芬,本市,營運中,否,北府民生字第1012837603號,101年12月06日
禾安菱禮儀有限公司,54033669,02-22926722,新北市五股區西雲路250之1號,蔡尚林,本市,營運中,否,北府民生字第1012899508號,102年01月02日
虹炘禮儀社,31723543,"0922006507 ",新北市五股區凌雲路1段36號2樓,何虹儀,本市,營運中,否,北府民生字第1013143741號,102年01月09日
靈安禮儀有限公司,54038025,0958123123,新北市八里區商港路10號2樓,吳京川,本市,營運中,否,北府民生字第1012887102號,102年01月18日
名焌生命禮儀社,37877988,02-26711239,新北市三峽區文化路137號,王章勳,本市,營運中,否,北府民宗字第1021446921號,102年12月04日
永達生命禮儀有限公司,54046475,0955893723,新北市中和區新生街242巷11弄3之3號,江莉莉,本市,營運中,否,北府民宗字第1021520558號,102年04月29日
惠澤生命事業有限公司,54056536,0975080216,新北市永和區中正路417號11樓之1,林其均,本市,營運中,否,北府民宗字第1021446924號,102年04月11日
